ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Digital_Source
AbunJi-180_suck-1,/records/1923142,AbunJi,180_suck,ndise,ⁿdise,ⁿd i s e,,Berry1987[78],,,^ ⁿd i s e $,default,https://database.outofpapua.com/records/1923142
AbunJi-112_goodperson-1,/records/1923076,AbunJi,112_goodperson,ndo,ⁿdo,ⁿd o,,Berry1987[73],,,^ ⁿd o $,default,https://database.outofpapua.com/records/1923076
AbunJi-105_coldwind-1,/records/1923069,AbunJi,105_coldwind,ndot,ⁿdot,ⁿd o t,,Berry1987[72],,,^ ⁿd o t $,default,https://database.outofpapua.com/records/1923069
AbunJi-165_push-1,/records/1923128,AbunJi,165_push,ndun,ⁿdun,ⁿd u n,,Berry1987[77],,,^ ⁿd u n $,default,https://database.outofpapua.com/records/1923128
AbunJi-110_fewstones-1,/records/1923074,AbunJi,110_fewstones,neatgan,neatɡan,n e a t g a n,,Berry1987[72],,,^ n e a t ɡ a n $,default,https://database.outofpapua.com/records/1923074
AbunJi-171_sing-1,/records/1923133,AbunJi,171_sing,nenesuk,nenesuk,n e n e s u k,,Berry1987[78],,,^ n e n e s u k $,default,https://database.outofpapua.com/records/1923133
AbunJi-156_give-1,/records/1923119,AbunJi,156_give,nesyo,nesjo,n e s j o,,Berry1987[76],,,^ n e s j o $,default,https://database.outofpapua.com/records/1923119
AbunJi-44_wing-1,/records/1923008,AbunJi,44_wing,ngami,ŋami,ŋ a m i,,Berry1987[66],,,^ ŋ a m i $,default,https://database.outofpapua.com/records/1923008
AbunJi-177_stab-1,/records/1923139,AbunJi,177_stab,ngat,ŋat,ŋ a t,,Berry1987[78],,,^ ŋ a t $,default,https://database.outofpapua.com/records/1923139
AbunJi-29_female-1,/records/1922993,AbunJi,29_female,nggan,ᵑɡan,ⁿg a n,,Berry1987[65],,,^ ᵑɡ a n $,default,https://database.outofpapua.com/records/1922993
AbunJi-42_tail-1,/records/1923006,AbunJi,42_tail,ngo,ŋo,ŋ o,,Berry1987[66],,,^ ŋ o $,default,https://database.outofpapua.com/records/1923006
AbunJi-64_rain-1,/records/1923028,AbunJi,64_rain,ngobok,ŋobok,ŋ o b o k,,Berry1987[68],,,^ ŋ o b o k $,default,https://database.outofpapua.com/records/1923028
AbunJi-160_kill-1,/records/1923123,AbunJi,160_kill,ngu,ŋu,ŋ u,,Berry1987[77],,,^ ŋ u $,default,https://database.outofpapua.com/records/1923123
AbunJi-118_narrowpath-1,/records/1923081,AbunJi,118_narrowpath,ngut,ŋut,ŋ u t,,Berry1987[73],,,^ ŋ u t $,default,https://database.outofpapua.com/records/1923081
AbunJi-123_thickstick-1,/records/1923095,AbunJi,123_thickstick,nit,nit,n i t,,Berry1987[74],,,^ n i t $,default,https://database.outofpapua.com/records/1923095
AbunJi-161_know-1,/records/1923124,AbunJi,161_know,njam,ⁿdʒam,ⁿdʒ a m,,Berry1987[77],,,^ ⁿdʒ a m $,default,https://database.outofpapua.com/records/1923124
AbunJi-159_hold-1,/records/1923122,AbunJi,159_hold,njun,ⁿdʒun,ⁿdʒ u n,,Berry1987[77],,,^ ⁿdʒ u n $,default,https://database.outofpapua.com/records/1923122
AbunJi-39_pig-1,/records/1923003,AbunJi,39_pig,nok,nok,n o k,,Berry1987[65],,,^ n o k $,default,https://database.outofpapua.com/records/1923003
AbunJi-79_thunder-1,/records/1923043,AbunJi,79_thunder,notudok,notudok,n o t u d o k,,Berry1987[69],,,^ n o t u d o k $,default,https://database.outofpapua.com/records/1923043
AbunJi-58_lightning-1,/records/1923022,AbunJi,58_lightning,nowan,nowan,n o w a n,,Berry1987[67],,,^ n o w a n $,default,https://database.outofpapua.com/records/1923022
AbunJi-55_house-1,/records/1923019,AbunJi,55_house,nu,nu,n u,,Berry1987[67],,,^ n u $,default,https://database.outofpapua.com/records/1923019
AbunJi-25_cassowary-1,/records/1922989,AbunJi,25_cassowary,nwamcol,nʷamcol,nʷ a m c o l,,Berry1987[64],,,^ nʷ a m c o l $,default,https://database.outofpapua.com/records/1922989
AbunJi-141_blow-1,/records/1923104,AbunJi,141_blow,nyepuk,ɲepuk,ɲ e p u k,,Berry1987[75],,,^ ɲ e p u k $,default,https://database.outofpapua.com/records/1923104
AbunJi-121_oldhouse-1,/records/1923084,AbunJi,121_oldhouse,nyin,ɲin,ɲ i n,,Berry1987[73],,,^ ɲ i n $,default,https://database.outofpapua.com/records/1923084
AbunJi-48_cloud-1,/records/1923012,AbunJi,48_cloud,nyontem,ɲontem,ɲ o n t e m,,Berry1987[66],,,^ ɲ o n t e m $,default,https://database.outofpapua.com/records/1923012
AbunJi-103_all-1,/records/1923067,AbunJi,103_all,ok,ok,o k,,Berry1987[72],,,^ o k $,default,https://database.outofpapua.com/records/1923067
AbunJi-124_sharpstick-1,/records/1923087,AbunJi,124_sharpstick,ot,ot,o t,,Berry1987[74],,,^ o t $,default,https://database.outofpapua.com/records/1923087
AbunJi-146_cry-1,/records/1923109,AbunJi,146_cry,owo,owo,o w o,,Berry1987[76],,,^ o w o $,default,https://database.outofpapua.com/records/1923109
AbunJi-176_splitwood-1,/records/1923138,AbunJi,176_splitwood,petui,petui,p e t u i,,Berry1987[78],,,^ p e t u i $,default,https://database.outofpapua.com/records/1923138
AbunJi-80_tree-1,/records/1923044,AbunJi,80_tree,pwi,pʷi,pʷ i,,Berry1987[69],,,^ pʷ i $,default,https://database.outofpapua.com/records/1923044
AbunJi-129_straightstick-1,/records/1923092,AbunJi,129_straightstick,ri,ri,r i,,Berry1987[74],,,^ r i $,default,https://database.outofpapua.com/records/1923092
AbunJi-127_smoothstone-1,/records/1923090,AbunJi,127_smoothstone,rid,rid,r i d,,Berry1987[74],,,^ r i d $,default,https://database.outofpapua.com/records/1923090
AbunJi-40_rat-1,/records/1923004,AbunJi,40_rat,segap,seɡap,s e g a p,,Berry1987[66],,,^ s e ɡ a p $,default,https://database.outofpapua.com/records/1923004
AbunJi-69_sea-1,/records/1923033,AbunJi,69_sea,sem,sem,s e m,,Berry1987[68],,,^ s e m $,default,https://database.outofpapua.com/records/1923033
AbunJi-45_worm-1,/records/1923009,AbunJi,45_worm,sembal,seᵐbal,s e ⁿb a l,,Berry1987[66],,,^ s e ᵐb a l $,default,https://database.outofpapua.com/records/1923009
AbunJi-150_dream-1,/records/1923113,AbunJi,150_dream,seminda,semiⁿda,s e m i ⁿd a,,Berry1987[76],,,^ s e m i ⁿd a $,default,https://database.outofpapua.com/records/1923113
AbunJi-106_different-1,/records/1923070,AbunJi,106_different,seri,seri,s e r i,,Berry1987[72],,,^ s e r i $,default,https://database.outofpapua.com/records/1923070
AbunJi-19_neck-1,/records/1922983,AbunJi,19_neck,sidim,sidim,s i d i m,,Berry1987[64],,,^ s i d i m $,default,https://database.outofpapua.com/records/1922983
AbunJi-8_elbow-1,/records/1922972,AbunJi,8_elbow,sim bi,sim_bi,s i m + b i,,Berry1987[63],,,^ s i m _ b i $,default,https://database.outofpapua.com/records/1922972
AbunJi-12_hand-1,/records/1922976,AbunJi,12_hand,sim gan,sim_ɡan,s i m + g a n,,Berry1987[63],,,^ s i m _ ɡ a n $,default,https://database.outofpapua.com/records/1922976
AbunJi-192_leftside-1,/records/1923154,AbunJi,192_leftside,sim jam,sim_ɟam,s i m + ɟ a m,,Berry1987[80],,,^ s i m _ ɟ a m $,default,https://database.outofpapua.com/records/1923154
AbunJi-195_rightside-1,/records/1923157,AbunJi,195_rightside,sim je,sim_ɟe,s i m + ɟ e,,Berry1987[80],,,^ s i m _ ɟ e $,default,https://database.outofpapua.com/records/1923157
AbunJi-33_leech-1,/records/1922997,AbunJi,33_leech,skat,skat,s k a t,,Berry1987[65],,,^ s k a t $,default,https://database.outofpapua.com/records/1922997
AbunJi-136_wetsand-1,/records/1923099,AbunJi,136_wetsand,ski,ski,s k i,,Berry1987[75],,,^ s k i $,default,https://database.outofpapua.com/records/1923099
AbunJi-99_green-1,/records/1923063,AbunJi,99_green,skun,skun,s k u n,,Berry1987[71],,,^ s k u n $,default,https://database.outofpapua.com/records/1923063
AbunJi-11_hairhead-1,/records/1922975,AbunJi,11_hairhead,sugwo,suɡʷo,s u gʷ o,,Berry1987[63],,,^ s u ɡʷ o $,default,https://database.outofpapua.com/records/1922975
AbunJi-186_what-1,/records/1923148,AbunJi,186_what,sumano,sumano,s u m a n o,,Berry1987[79],,,^ s u m a n o $,default,https://database.outofpapua.com/records/1923148
AbunJi-36_mosquito-1,/records/1923000,AbunJi,36_mosquito,sungur,suŋur,s u ŋ u r,,Berry1987[65],,,^ s u ŋ u r $,default,https://database.outofpapua.com/records/1923000
AbunJi-10_finger-1,/records/1922974,AbunJi,10_finger,supwa,supʷa,s u pʷ a,,Berry1987[63],,,^ s u pʷ a $,default,https://database.outofpapua.com/records/1922974
AbunJi-6_breast-1,/records/1922970,AbunJi,6_breast,sus,sus,s u s,,Berry1987[63],,,^ s u s $,default,https://database.outofpapua.com/records/1922970
AbunJi-135_trulywelltospeak-1,/records/1923098,AbunJi,135_trulywelltospeak,sutur,sutur,s u t u r,,Berry1987[75],,,^ s u t u r $,default,https://database.outofpapua.com/records/1923098
AbunJi-169_scratch-1,/records/1923132,AbunJi,169_scratch,sya,sja,s j a,,Berry1987[77],,,^ s j a $,default,https://database.outofpapua.com/records/1923132
AbunJi-147_cutgrass-1,/records/1923110,AbunJi,147_cutgrass,syapis,sjapis,s j a p i s,,Berry1987[76],,,^ s j a p i s $,default,https://database.outofpapua.com/records/1923110
AbunJi-81_water-1,/records/1923045,AbunJi,81_water,syul,sjul,s j u l,,Berry1987[69],,,^ s j u l $,default,https://database.outofpapua.com/records/1923045
AbunJi-104_bluntstick-1,/records/1923068,AbunJi,104_bluntstick,syun,sjun,s j u n,,Berry1987[72],,,^ s j u n $,default,https://database.outofpapua.com/records/1923068
AbunJi-140_bathe-1,/records/1923103,AbunJi,140_bathe,syup,sjup,s j u p,,Berry1987[75],,,^ s j u p $,default,https://database.outofpapua.com/records/1923103
AbunJi-22_teeth-1,/records/1922986,AbunJi,22_teeth,syus,sjus,s j u s,,Berry1987[64],,,^ s j u s $,default,https://database.outofpapua.com/records/1922986
AbunJi-98_black-1,/records/1923062,AbunJi,98_black,te,te,t e,,Berry1987[71],,,^ t e $,default,https://database.outofpapua.com/records/1923062
AbunJi-134_this-1,/records/1923097,AbunJi,134_this,teden,teden,t e d e n,,Berry1987[74],,,^ t e d e n $,default,https://database.outofpapua.com/records/1923097
AbunJi-61_name-1,/records/1923025,AbunJi,61_name,tegun,teɡun,t e g u n,,Berry1987[67],,,^ t e ɡ u n $,default,https://database.outofpapua.com/records/1923025
AbunJi-7_ear-1,/records/1922971,AbunJi,7_ear,tenabe,tenabe,t e n a b e,,Berry1987[63],,,^ t e n a b e $,default,https://database.outofpapua.com/records/1922971
AbunJi-123_same-1,/records/1923086,AbunJi,123_same,tepsiyu,tepsiju,t e p s i j u,,Berry1987[74],,,^ t e ps i j u $,default,https://database.outofpapua.com/records/1923086
AbunJi-131_that-1,/records/1923094,AbunJi,131_that,tetun,tetun,t e t u n,,Berry1987[74],,,^ t e t u n $,default,https://database.outofpapua.com/records/1923094
AbunJi-178_stand-1,/records/1923140,AbunJi,178_stand,ti,ti,t i,,Berry1987[78],,,^ t i $,default,https://database.outofpapua.com/records/1923140
AbunJi-164_pull-1,/records/1923127,AbunJi,164_pull,tik,tik,t i k,,Berry1987[77],,,^ t i k $,default,https://database.outofpapua.com/records/1923127
AbunJi-101_yellow-1,/records/1923065,AbunJi,101_yellow,tli,tli,t l i,,Berry1987[71],,,^ t l i $,default,https://database.outofpapua.com/records/1923065
AbunJi-189_far-1,/records/1923151,AbunJi,189_far,toku,toku,t o k u,,Berry1987[79],,,^ t o k u $,default,https://database.outofpapua.com/records/1923151
AbunJi-144_cough-1,/records/1923107,AbunJi,144_cough,tuk,tuk,t u k,,Berry1987[75],,,^ t u k $,default,https://database.outofpapua.com/records/1923107
AbunJi-63_path-1,/records/1923027,AbunJi,63_path,us,us,u s,,Berry1987[68],,,^ u s $,default,https://database.outofpapua.com/records/1923027
AbunJi-89_two-1,/records/1923053,AbunJi,89_two,uwe,uwe,u w e,,Berry1987[70],,,^ u w e $,default,https://database.outofpapua.com/records/1923053
AbunJi-14_heart-1,/records/1922978,AbunJi,14_heart,wabom,wabom,w a b o m,,Berry1987[63],,,^ w a b o m $,default,https://database.outofpapua.com/records/1922978
AbunJi-65_roof-1,/records/1923029,AbunJi,65_roof,wan,wan,w a n,,Berry1987[68],,,^ w a n $,default,https://database.outofpapua.com/records/1923029
AbunJi-46_banana-1,/records/1923010,AbunJi,46_banana,weo,weo,w e o,,Berry1987[66],,,^ w e o $,default,https://database.outofpapua.com/records/1923010
AbunJi-47_branch-1,/records/1923011,AbunJi,47_branch,wiguk,wiɡuk,w i g u k,,Berry1987[66],,,^ w i ɡ u k $,default,https://database.outofpapua.com/records/1923011
AbunJi-20_nose-1,/records/1922984,AbunJi,20_nose,wimbu,wiᵐbu,w i b u,,Berry1987[64],,,^ w iᵐ b u $,default,https://database.outofpapua.com/records/1922984
AbunJi-56_jungle-1,/records/1923020,AbunJi,56_jungle,wimoke,wimoke,w i m o k e,,Berry1987[67],,,^ w i m o k e $,default,https://database.outofpapua.com/records/1923020
AbunJi-41_snake-1,/records/1923005,AbunJi,41_snake,wis,wis,w i s,,Berry1987[66],,,^ w i s $,default,https://database.outofpapua.com/records/1923005
AbunJi-30_fish-1,/records/1922994,AbunJi,30_fish,wo,wo,w o,,Berry1987[65],,,^ w o $,default,https://database.outofpapua.com/records/1922994
AbunJi-35_male-1,/records/1922999,AbunJi,35_male,yekendik,jekeⁿdik,j e k e ⁿd i k,,Berry1987[65],,,^ j e k e ⁿd i k $,default,https://database.outofpapua.com/records/1922999
AbunJi-163_play-1,/records/1923126,AbunJi,163_play,yekum,jekum,j e k u m,,Berry1987[77],,,^ j e k u m $,default,https://database.outofpapua.com/records/1923126
AbunJi-182_tierope-1,/records/1923144,AbunJi,182_tierope,yembut,jeᵐbut,j e ⁿb u t,,Berry1987[79],,,^ j e ᵐb u t $,default,https://database.outofpapua.com/records/1923144
AbunJi-68_sand-1,/records/1923032,AbunJi,68_sand,yin,jin,j i n,,Berry1987[68],,,^ j i n $,default,https://database.outofpapua.com/records/1923032
AbunJi-1_abdomen-1,/records/1922965,AbunJi,1_abdomen,yun,jun,j u n,,Berry1987[62],,,^ j u n $,default,https://database.outofpapua.com/records/1922965
AbunJi-187_who-1,/records/1923149,AbunJi,187_who,yuntomel,juntomel,j u n t o m e l,,Berry1987[79],,,^ j u n t o m e l $,default,https://database.outofpapua.com/records/1923149
AbunTat-28_father-1,/records/1923184,AbunTat,28_father,ai,ai,a i,,Berry1987[65],,,^ a i $,default,https://database.outofpapua.com/records/1923184
AbunTat-59_moon-1,/records/1923215,AbunTat,59_moon,aiina,aiina,a iː n a,,Berry1987[67],,,^ a ii n a $,default,https://database.outofpapua.com/records/1923215
AbunTat-181_throwstone-1,/records/1923334,AbunTat,181_throwstone,am,am,a m,,Berry1987[78],,,^ a m $,default,https://database.outofpapua.com/records/1923334
AbunTat-37_mother-1,/records/1923193,AbunTat,37_mother,ami,ami,a m i,,Berry1987[65],,,^ a m i $,default,https://database.outofpapua.com/records/1923193
AbunTat-85_heshe-1,/records/1923241,AbunTat,85_heshe,an,an,a n,,Berry1987[70],,,^ a n $,default,https://database.outofpapua.com/records/1923241
AbunTat-87_they-1,/records/1923243,AbunTat,87_they,an sono,an_sono,a n + s o n o,,Berry1987[70],,,^ a n _ s o n o $,default,https://database.outofpapua.com/records/1923243
AbunTat-91_four-1,/records/1923247,AbunTat,91_four,at,at,a t,,Berry1987[70],,,^ a t $,default,https://database.outofpapua.com/records/1923247
AbunTat-60_mountain-1,/records/1923216,AbunTat,60_mountain,banbo,banbo,b a n b o,,Berry1987[67],,,^ b a n b o $,default,https://database.outofpapua.com/records/1923216
AbunTat-162_live-1,/records/1923315,AbunTat,162_live,bau,bau,b a u,,Berry1987[77],,,^ b a u $,default,https://database.outofpapua.com/records/1923315
AbunTat-119_newhouse-1,/records/1923274,AbunTat,119_newhouse,be,be,b e,,Berry1987[73],,,^ b e $,default,https://database.outofpapua.com/records/1923274
AbunTat-49_egg-1,/records/1923205,AbunTat,49_egg,bem,bem,b e m,,Berry1987[66],,,^ b e m $,default,https://database.outofpapua.com/records/1923205
AbunTat-74_star-1,/records/1923230,AbunTat,74_star,bi,bi,b i,,Berry1987[69],,,^ b i $,default,https://database.outofpapua.com/records/1923230
AbunTat-32_husband-1,/records/1923188,AbunTat,32_husband,bia,bia,b i a,,Berry1987[65],,,^ b i a $,default,https://database.outofpapua.com/records/1923188
AbunTat-43_wife-1,/records/1923199,AbunTat,43_wife,bingon,biŋon,b i ŋ o n,,Berry1987[66],,,^ b i ŋ o n $,default,https://database.outofpapua.com/records/1923199
AbunTat-52_fruit-1,/records/1923208,AbunTat,52_fruit,bo,bo,b o,,Berry1987[67],,,^ b o $,default,https://database.outofpapua.com/records/1923208
AbunTat-30_fish-1,/records/1923186,AbunTat,30_fish,boge,boɡe,b o g e,,Berry1987[65],,,^ b o ɡ e $,default,https://database.outofpapua.com/records/1923186
AbunTat-67_salt-1,/records/1923223,AbunTat,67_salt,bok,bok,b o k,,Berry1987[68],,,^ b o k $,default,https://database.outofpapua.com/records/1923223
AbunTat-50_fire-1,/records/1923206,AbunTat,50_fire,bot,bot,b o t,,Berry1987[67],,,^ b o t $,default,https://database.outofpapua.com/records/1923206
AbunTat-72_smoke-1,/records/1923228,AbunTat,72_smoke,botbo,botbo,b o t b o,,Berry1987[68],,,^ b o t b o $,default,https://database.outofpapua.com/records/1923228
AbunTat-23_tongue-1,/records/1923180,AbunTat,23_tongue,brip,brip,b r i p,,Berry1987[64],,,^ b r i p $,default,https://database.outofpapua.com/records/1923180
AbunTat-169_scratch-1,/records/1923322,AbunTat,169_scratch,bro,bro,b r o,,Berry1987[77],,,^ b r o $,default,https://database.outofpapua.com/records/1923322
AbunTat-73_soilearth-1,/records/1923229,AbunTat,73_soilearth,bur,bur,b u r,,Berry1987[68],,,^ b u r $,default,https://database.outofpapua.com/records/1923229
AbunTat-107_dirtyhands-1,/records/1923262,AbunTat,107_dirtyhands,dahan,dahan,d a h a n,,Berry1987[72],,,^ d a h a n $,default,https://database.outofpapua.com/records/1923262
AbunTat-3_blood-1,/records/1923160,AbunTat,3_blood,de,de,d e,,Berry1987[62],,,^ d e $,default,https://database.outofpapua.com/records/1923160
AbunTat-113_heavystone-1,/records/1923268,AbunTat,113_heavystone,de,de,d e,,Berry1987[73],,,^ d e $,default,https://database.outofpapua.com/records/1923268
AbunTat-194_outside-1,/records/1923346,AbunTat,194_outside,denden,deⁿden,d e ⁿd e n,,Berry1987[80],,,^ d e ⁿd e n $,default,https://database.outofpapua.com/records/1923346
AbunTat-140_bathe-1,/records/1923294,AbunTat,140_bathe,desur,desur,d e s u r,,Berry1987[75],,,^ d e s u r $,default,https://database.outofpapua.com/records/1923294
AbunTat-88_one-1,/records/1923244,AbunTat,88_one,dik,dik,d i k,,Berry1987[70],,,^ d i k $,default,https://database.outofpapua.com/records/1923244
AbunTat-5_bone-1,/records/1923162,AbunTat,5_bone,dini,dini,d i n i,,Berry1987[63],,,^ d i n i $,default,https://database.outofpapua.com/records/1923162
AbunTat-51_fog-1,/records/1923207,AbunTat,51_fog,duk,duk,d u k,,Berry1987[67],,,^ d u k $,default,https://database.outofpapua.com/records/1923207
AbunTat-100_red-1,/records/1923256,AbunTat,100_red,er,er,e r,,Berry1987[71],,,^ e r $,default,https://database.outofpapua.com/records/1923256
AbunTat-137_widepath-1,/records/1923291,AbunTat,137_widepath,ere',ere',e r e ʔ,,Berry1987[75],,,^ e r e ' $,default,https://database.outofpapua.com/records/1923291
AbunTat-166_rub-1,/records/1923319,AbunTat,166_rub,es,es,e s,,Berry1987[77],,,^ e s $,default,https://database.outofpapua.com/records/1923319
AbunTat-182_tierope-1,/records/1923335,AbunTat,182_tierope,far,far,f a r,,Berry1987[79],,,^ f a r $,default,https://database.outofpapua.com/records/1923335
AbunTat-94_seven-1,/records/1923250,AbunTat,94_seven,fit,fit,f i t,,Berry1987[71],,,^ f i t $,default,https://database.outofpapua.com/records/1923250
AbunTat-141_blow-1,/records/1923295,AbunTat,141_blow,fuf,fuf,f u f,,Berry1987[75],,,^ f u f $,default,https://database.outofpapua.com/records/1923295
AbunTat-40_rat-1,/records/1923196,AbunTat,40_rat,gap,ɡap,g a p,,Berry1987[66],,,^ ɡ a p $,default,https://database.outofpapua.com/records/1923196
AbunTat-177_stab-1,/records/1923330,AbunTat,177_stab,gat,ɡat,g a t,,Berry1987[78],,,^ ɡ a t $,default,https://database.outofpapua.com/records/1923330
AbunTat-9_eye-1,/records/1923166,AbunTat,9_eye,gero,ɡero,g e r o,,Berry1987[63],,,^ ɡ e r o $,default,https://database.outofpapua.com/records/1923166
AbunTat-70_seed-1,/records/1923226,AbunTat,70_seed,gero,ɡero,g e r o,,Berry1987[68],,,^ ɡ e r o $,default,https://database.outofpapua.com/records/1923226
AbunTat-153_fall-1,/records/1923307,AbunTat,153_fall,ges,ɡes,g e s,,Berry1987[76],,,^ ɡ e s $,default,https://database.outofpapua.com/records/1923307
AbunTat-174_speak-1,/records/1923327,AbunTat,174_speak,gesuk,ɡesuk,g e s u k,,Berry1987[78],,,^ ɡ e s u k $,default,https://database.outofpapua.com/records/1923327
AbunTat-152_eat-1,/records/1923306,AbunTat,152_eat,git,ɡit,g i t,,Berry1987[76],,,^ ɡ i t $,default,https://database.outofpapua.com/records/1923306
AbunTat-125_shortsnake-1,/records/1923279,AbunTat,125_shortsnake,gon,ɡon,g o n,,Berry1987[74],,,^ ɡ o n $,default,https://database.outofpapua.com/records/1923279
AbunTat-90_three-1,/records/1923246,AbunTat,90_three,gri,ɡri,g r i,,Berry1987[70],,,^ ɡ r i $,default,https://database.outofpapua.com/records/1923246
AbunTat-160_kill-1,/records/1923313,AbunTat,160_kill,gu,ɡu,g u,,Berry1987[77],,,^ ɡ u $,default,https://database.outofpapua.com/records/1923313
AbunTat-71_sky-1,/records/1923227,AbunTat,71_sky,gu,ɡu,g u,,Berry1987[68],,,^ ɡ u $,default,https://database.outofpapua.com/records/1923227
AbunTat-61_name-1,/records/1923217,AbunTat,61_name,gum,ɡum,g u m,,Berry1987[67],,,^ ɡ u m $,default,https://database.outofpapua.com/records/1923217
AbunTat-130_swollenleg-1,/records/1923284,AbunTat,130_swollenleg,gun,ɡun,g u n,,Berry1987[74],,,^ ɡ u n $,default,https://database.outofpapua.com/records/1923284
AbunTat-15_legfoot-1,/records/1923172,AbunTat,15_legfoot,gwes,ɡʷes,gʷ e s,,Berry1987[63],,,^ ɡʷ e s $,default,https://database.outofpapua.com/records/1923172
AbunTat-108_drygrass-1,/records/1923263,AbunTat,108_drygrass,ho,ho,h o,,Berry1987[72],,,^ h o $,default,https://database.outofpapua.com/records/1923263
AbunTat-128_soreleg-1,/records/1923282,AbunTat,128_soreleg,i,i,i,,Berry1987[74],,,^ i $,default,https://database.outofpapua.com/records/1923282
AbunTat-44_wing-1,/records/1923200,AbunTat,44_wing,i,i,i,,Berry1987[66],,,^ i $,default,https://database.outofpapua.com/records/1923200
AbunTat-78_thorn-1,/records/1923234,AbunTat,78_thorn,jak,ɟak,ɟ a k,,Berry1987[69],,,^ ɟ a k $,default,https://database.outofpapua.com/records/1923234
AbunTat-66_rope-1,/records/1923222,AbunTat,66_rope,jamtu,ɟamtu,ɟ a m t u,,Berry1987[68],,,^ ɟ a m t u $,default,https://database.outofpapua.com/records/1923222
AbunTat-68_sand-1,/records/1923224,AbunTat,68_sand,jen,ɟen,ɟ e n,,Berry1987[68],,,^ ɟ e n $,default,https://database.outofpapua.com/records/1923224
AbunTat-75_stone-1,/records/1923231,AbunTat,75_stone,jok,ɟok,ɟ o k,,Berry1987[69],,,^ ɟ o k $,default,https://database.outofpapua.com/records/1923231
AbunTat-114_hotwind-1,/records/1923269,AbunTat,114_hotwind,kam,kam,k a m,,Berry1987[73],,,^ k a m $,default,https://database.outofpapua.com/records/1923269
AbunTat-77_sun-1,/records/1923233,AbunTat,77_sun,kam,kam,k a m,,Berry1987[69],,,^ k a m $,default,https://database.outofpapua.com/records/1923233
AbunTat-193_near-1,/records/1923345,AbunTat,193_near,karo,karo,k a r o,,Berry1987[80],,,^ k a r o $,default,https://database.outofpapua.com/records/1923345
AbunTat-105_coldwind-1,/records/1923260,AbunTat,105_coldwind,kedek,kedek,k e d e k,,Berry1987[72],,,^ k e d e k $,default,https://database.outofpapua.com/records/1923260
AbunTat-172_sit-1,/records/1923325,AbunTat,172_sit,kem,kem,k e m,,Berry1987[78],,,^ k e m $,default,https://database.outofpapua.com/records/1923325
AbunTat-163_play-1,/records/1923316,AbunTat,163_play,komo,komo,k o m o,,Berry1987[77],,,^ k o m o $,default,https://database.outofpapua.com/records/1923316
AbunTat-171_sing-1,/records/1923324,AbunTat,171_sing,kos,kos,k o s,,Berry1987[78],,,^ k o s $,default,https://database.outofpapua.com/records/1923324
AbunTat-101_yellow-1,/records/1923257,AbunTat,101_yellow,kri,kri,k r i,,Berry1987[71],,,^ k r i $,default,https://database.outofpapua.com/records/1923257
AbunTat-127_smoothstone-1,/records/1923281,AbunTat,127_smoothstone,krit,krit,k r i t,,Berry1987[74],,,^ k r i t $,default,https://database.outofpapua.com/records/1923281
AbunTat-16_meatflesh-1,/records/1923173,AbunTat,16_meatflesh,ku,ku,k u,,Berry1987[63],,,^ k u $,default,https://database.outofpapua.com/records/1923173
AbunTat-170_shootpig-1,/records/1923323,AbunTat,170_shootpig,kunus,kunus,k u n u s,,Berry1987[78],,,^ k u n u s $,default,https://database.outofpapua.com/records/1923323
AbunTat-99_green-1,/records/1923255,AbunTat,99_green,kur,kur,k u r,,Berry1987[71],,,^ k u r $,default,https://database.outofpapua.com/records/1923255
AbunTat-47_branch-1,/records/1923203,AbunTat,47_branch,kwa,kʷa,kʷ a,,Berry1987[66],,,^ kʷ a $,default,https://database.outofpapua.com/records/1923203
AbunTat-80_tree-1,/records/1923236,AbunTat,80_tree,kwe,kʷe,kʷ e,,Berry1987[69],,,^ kʷ e $,default,https://database.outofpapua.com/records/1923236
AbunTat-76_stick-1,/records/1923232,AbunTat,76_stick,kwepu,kʷepu,kʷ e p u,,Berry1987[69],,,^ kʷ e p u $,default,https://database.outofpapua.com/records/1923232
AbunTat-183_vomit-1,/records/1923336,AbunTat,183_vomit,kwi',kʷi',kʷ i ʔ,,Berry1987[79],,,^ kʷ i ' $,default,https://database.outofpapua.com/records/1923336
AbunTat-122_rottenfruit-1,/records/1923277,AbunTat,122_rottenfruit,kwik,kʷik,kʷ i k,,Berry1987[73],,,^ kʷ i k $,default,https://database.outofpapua.com/records/1923277
AbunTat-179_stink-1,/records/1923332,AbunTat,179_stink,kwik,kʷik,kʷ i k,,Berry1987[78],,,^ kʷ i k $,default,https://database.outofpapua.com/records/1923332
AbunTat-41_snake-1,/records/1923197,AbunTat,41_snake,kwis,kʷis,kʷ i s,,Berry1987[66],,,^ kʷ i s $,default,https://database.outofpapua.com/records/1923197
AbunTat-102_white-1,/records/1923258,AbunTat,102_white,kwo,kʷo,kʷ o,,Berry1987[72],,,^ kʷ o $,default,https://database.outofpapua.com/records/1923258
AbunTat-148_die-1,/records/1923302,AbunTat,148_die,kwop,kʷop,kʷ o p,,Berry1987[76],,,^ kʷ o p $,default,https://database.outofpapua.com/records/1923302
AbunTat-142_breathe-1,/records/1923296,AbunTat,142_breathe,mas,mas,m a s,,Berry1987[75],,,^ m a s $,default,https://database.outofpapua.com/records/1923296
